location_id,date,temperature_avg_c,precipitation_mm,relative_humidity_pct,wind_speed_knots,visibility_km,is_hot,is_rainy,is_windy,is_low_visibility,weather_risk_score,weather_risk_level,recommended_action
KBYY,2022-07-14,30.15,0.0,77.36,3.051,14.81,True,False,False,False,0.35,Medium,Add water points & shade
KLOZ,2020-06-25,22.3,10.2,70.42,2.871,12.4656,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KC29,2022-07-04,21.14,0.0,83.1504,4.59,16.4115,False,False,False,False,0.0,Low,Normal operations
KLRF,2020-06-25,23.63,0.0,71.4582,2.241,16.905,True,False,False,False,0.35,Medium,Add water points & shade
KLSE,2020-06-21,23.1,23.6,74.1909,6.59,13.9256,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KPWT,2020-08-19,18.89,0.0,71.6468,2.16,15.617,False,False,False,False,0.0,Low,Normal operations
KQGX,2020-08-28,38.4,0.0,38.4417,7.65,8.8274,True,False,False,False,0.35,Medium,Add water points & shade
KQRH,2020-08-26,37.44,0.077,34.8292,5.59,8.398,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KQSF,2020-08-09,29.39,0.01,47.7258,2.541,7.9637,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KRAP,2020-08-02,18.0,0.0,54.99,4.131,16.422,False,False,False,False,0.0,Low,Normal operations
KRDM,2020-08-29,19.25,0.0,21.86,6.589,14.5951,True,False,False,False,0.35,Medium,Add water points & shade
KRKP,2020-08-03,29.25,0.0,67.1398,4.221,16.0886,True,False,False,False,0.35,Medium,Add water points & shade
KRRL,2020-08-02,22.15,3.0,83.9052,6.39,14.8416,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRRL,2020-08-04,12.55,0.0,62.1522,4.389,15.3,False,False,False,False,0.0,Low,Normal operations
KRUQ,2020-08-16,22.75,6.985,84.5549,8.448,16.905,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRZR,2020-08-10,25.1,8.91,94.6138,1.92,12.6028,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSAV,2020-08-17,28.6,0.0,70.9727,4.491,15.939,True,False,False,False,0.35,Medium,Add water points & shade
KSEP,2020-08-09,31.25,0.0,50.8202,8.082,16.1,True,False,False,False,0.35,Medium,Add water points & shade
KSEP,2020-08-11,32.85,0.0,47.12,9.58,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KSLC,2020-08-19,30.4,0.0,24.3713,5.09,15.456,True,False,False,False,0.35,Medium,Add water points & shade
KSLC,2020-08-23,28.95,0.0,23.2509,5.29,13.7568,True,False,False,False,0.35,Medium,Add water points & shade
KSLG,2020-08-26,27.17,0.0,76.7144,5.049,15.617,True,False,False,False,0.35,Medium,Add water points & shade
KSLK,2020-08-12,19.65,0.0,69.0234,3.861,15.6212,False,False,False,False,0.0,Low,Normal operations
KSLK,2020-08-31,11.95,0.0,71.2602,1.62,12.0576,False,False,False,False,0.0,Low,Normal operations
KSRE,2021-12-24,20.9,0.0,55.2066,7.992,16.1,False,False,False,False,0.0,Low,Normal operations
KMRB,2022-09-15,18.82,0.0,71.15,3.79,15.778,False,False,False,False,0.0,Low,Normal operations
KMTC,2022-09-01,20.44,0.0,67.3101,4.761,16.744,False,False,False,False,0.0,Low,Normal operations
KPWK,2024-07-09,24.37,7.61,70.3791,3.99,16.0956,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KMUI,2022-09-27,14.77,0.0,65.8891,6.468,16.1,False,False,False,False,0.0,Low,Normal operations
KSTC,2021-12-12,-2.83,0.275,71.5686,8.349,15.295,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSSI,2020-08-25,29.8,0.0,89.0562,8.58,15.778,True,False,False,False,0.35,Medium,Add water points & shade
KSUN,2020-08-29,21.25,0.0,38.7,5.391,14.535,True,False,False,False,0.35,Medium,Add water points & shade
KSYR,2020-08-23,25.25,0.0,63.8352,4.389,16.1,True,False,False,False,0.35,Medium,Add water points & shade
KTOL,2020-08-05,18.6,0.0,58.17,3.729,16.744,False,False,False,False,0.0,Low,Normal operations
KQGX,2024-07-06,39.0,0.0,33.5172,6.36,8.64,True,False,False,False,0.35,Medium,Add water points & shade
KQGX,2024-07-17,38.1,0.0,57.13,7.502,8.0544,True,False,False,False,0.35,Medium,Add water points & shade
KQGX,2024-07-22,37.5,0.0,60.8482,7.326,6.62,True,False,False,False,0.35,Medium,Add water points & shade
KTCL,2021-12-13,8.74,0.0,77.9092,1.2,15.3054,False,False,False,False,0.0,Low,Normal operations
KTKV,2021-12-06,-9.23,0.0,79.0664,9.438,11.3295,False,False,False,False,0.0,Low,Normal operations
KRAL,2024-07-13,27.98,0.0,56.3204,6.248,16.0886,True,False,False,False,0.35,Medium,Add water points & shade
KUCY,2020-08-28,26.4,5.61,95.72,8.82,10.735,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KUNV,2020-08-17,23.9,0.0,53.35,5.929,16.422,False,False,False,False,0.0,Low,Normal operations
KUNV,2020-08-18,23.25,0.0,51.2148,2.421,16.261,False,False,False,False,0.0,Low,Normal operations
KVIH,2020-08-27,25.1,0.0,79.8809,6.589,16.905,False,False,False,False,0.0,Low,Normal operations
KVKS,2020-08-28,28.64,6.985,72.4318,5.88,16.1,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KVPC,2020-08-25,24.1,24.21,97.2938,4.499,9.8358,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KW99,2020-08-09,22.24,0.0,73.4604,1.49,10.8426,False,False,False,False,0.0,Low,Normal operations
KWHP,2020-08-25,27.15,0.0,39.4842,1.859,16.261,True,False,False,False,0.35,Medium,Add water points & shade
KXVG,2020-08-07,20.6,17.116,76.5621,6.79,15.617,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KY23,2020-08-17,18.72,0.0,75.8389,3.575,16.583,False,False,False,False,0.0,Low,Normal operations
K0VG,2023-12-24,10.1,0.0,69.894,0.81,15.617,False,False,False,False,0.0,Low,Normal operations
K1A9,2023-12-07,7.35,0.0,67.3812,0.63,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
K1V6,2023-12-02,0.7,1.422,50.2172,13.81,14.2296,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
K3N8,2023-12-18,-12.44,0.0,71.298,8.338,16.905,False,False,False,False,0.0,Low,Normal operations
K3N8,2023-12-22,0.4,1.485,100.0,5.016,3.7442,False,True,False,True,0.5,Medium,Covered waiting & shuttle capacity; Slower vehicle assumptions & staff guidance
KRCE,2024-07-08,26.5,0.5670000000000001,75.2994,3.729,15.295,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KTPH,2021-12-06,8.15,0.0,35.66,5.751,15.617,False,False,False,False,0.0,Low,Normal operations
KNAK,2022-09-29,15.89,0.0,73.1341,18.876,16.744,False,False,False,False,0.0,Low,Normal operations
KNHK,2022-09-15,22.4,0.0,65.8614,7.011,16.422,False,False,False,False,0.0,Low,Normal operations
KRDG,2024-07-06,30.36,0.51,61.93,4.059,15.4326,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KTTF,2021-12-11,7.64,25.685,83.99,17.336,12.8472,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KUIN,2021-12-03,10.61,0.0,59.2998,6.48,16.905,False,False,False,False,0.0,Low,Normal operations
KNOW,2022-09-05,15.0,0.0,73.4808,5.751,15.295,False,False,False,False,0.0,Low,Normal operations
K4I3,2023-12-15,5.5,0.0,50.2879,3.509,15.456,False,False,False,False,0.0,Low,Normal operations
K4M9,2023-12-04,5.7,0.1,90.1765,8.028,15.3984,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KACK,2023-12-19,10.09,7.36,76.36,9.882,12.6224,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KAFO,2023-12-08,-3.2,0.0,37.8624,3.509,13.4615,False,False,False,False,0.0,Low,Normal operations
KNTD,2022-09-03,21.91,0.0,80.72,4.99,11.7909,False,False,False,False,0.0,Low,Normal operations
KAVL,2023-12-21,5.93,0.0,46.1332,0.7,15.456,False,False,False,False,0.0,Low,Normal operations
KBHB,2023-12-27,2.75,0.836,99.23,1.32,1.13,False,True,False,True,0.5,Medium,Covered waiting & shuttle capacity; Slower vehicle assumptions & staff guidance
KUXL,2021-12-08,14.49,0.25,88.5258,5.918,10.9489,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KVCB,2021-12-28,6.5,0.225,75.245,4.29,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KVCV,2021-12-23,11.34,1.122,78.7528,6.19,28.6902,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOGD,2022-09-21,24.12,0.0,38.3598,8.172,15.7762,True,False,False,False,0.35,Medium,Add water points & shade
KOKM,2022-09-13,23.03,0.0,54.29,2.739,16.744,True,False,False,False,0.35,Medium,Add water points & shade
KWWR,2021-12-15,17.5,0.0,45.2273,19.66,15.8865,False,False,False,False,0.0,Low,Normal operations
KBKL,2023-12-14,4.94,0.0,50.286,9.548,16.422,False,False,False,False,0.0,Low,Normal operations
KBKX,2023-12-06,4.33,0.0,65.0925,7.011,16.422,False,False,False,False,0.0,Low,Normal operations
KBMT,2023-12-09,24.51,0.0,79.101,7.68,15.295,False,False,False,False,0.0,Low,Normal operations
KBPC,2023-12-02,7.18,0.0,47.433,4.401,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KCLE,2023-12-01,8.71,7.11,65.8,6.192,13.8866,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KCOM,2023-12-04,10.32,0.0,29.7155,6.028,15.295,False,False,False,False,0.0,Low,Normal operations
KCRQ,2023-12-31,12.63,4.113,89.6409,1.44,11.6081,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KCTB,2023-12-23,4.9,0.0,66.8317,11.97,16.569,False,False,False,False,0.0,Low,Normal operations
KCZZ,2023-12-02,13.8,0.0,60.8869,4.49,13.8944,False,False,False,False,0.0,Low,Normal operations
KD57,2023-12-03,-1.5,0.0,67.0026,7.469,16.744,False,False,False,False,0.0,Low,Normal operations
KD60,2023-12-14,0.3,0.0,92.8818,12.617,15.94,False,False,False,False,0.0,Low,Normal operations
KDAB,2023-12-11,14.11,0.275,82.4206,8.78,16.233,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDEC,2023-12-14,4.34,0.0,63.33,2.99,16.905,False,False,False,False,0.0,Low,Normal operations
KDEC,2023-12-18,-1.57,0.25,68.3595,14.76,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDED,2023-12-24,18.25,1.5619999999999998,77.5768,5.929,15.456,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KWYS,2021-12-07,-0.64,0.0,88.4155,5.031,7.1136,False,False,False,False,0.0,Low,Normal operations
KRZZ,2024-07-23,26.8,0.836,93.8845,4.89,15.4644,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KSAA,2024-07-12,22.0,0.0,17.7898,5.391,16.905,True,False,False,False,0.35,Medium,Add water points & shade
KSBD,2024-07-09,27.99,0.0,49.2252,2.86,15.778,True,False,False,False,0.35,Medium,Add water points & shade
KSBN,2024-07-06,21.49,0.0,71.79,4.581,16.4182,False,False,False,False,0.0,Low,Normal operations
KSBN,2024-07-08,24.32,0.0,73.18,6.589,15.147,True,False,False,False,0.35,Medium,Add water points & shade
KSEP,2024-07-16,30.58,0.0,44.83,7.542,15.295,True,False,False,False,0.35,Medium,Add water points & shade
KSGH,2024-07-22,20.46,5.587999999999999,82.7897,3.231,15.1062,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSKF,2024-07-09,31.0,0.0,55.64,5.031,15.6212,True,False,False,False,0.35,Medium,Add water points & shade
KSKF,2024-07-13,27.54,1.52,79.4988,4.829,16.744,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KOXV,2022-09-19,23.6,2.25,75.2202,6.08,16.0886,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KSPB,2024-07-31,22.5,0.0,65.29,4.609,16.583,False,False,False,False,0.0,Low,Normal operations
KDRM,2023-12-14,0.15,0.209,77.25,3.69,15.939,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDTN,2023-12-28,4.64,0.0,58.1612,5.88,15.617,False,False,False,False,0.0,Low,Normal operations
KDTS,2023-12-25,19.59,5.33,82.0512,12.37,12.4848,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDVP,2023-12-09,1.08,0.0,76.28,19.646,13.1575,False,False,False,False,0.0,Low,Normal operations
KEHA,2023-12-23,8.18,0.25,91.05,10.683,15.4326,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KEIR,2023-12-18,17.32,0.0,64.2764,13.131,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KGJT,2023-12-13,6.06,0.0,67.0427,4.389,16.422,False,False,False,False,0.0,Low,Normal operations
KGJT,2023-12-25,-2.8,0.0,66.1304,3.619,16.261,False,False,False,False,0.0,Low,Normal operations
KSXS,2024-07-19,28.4,0.76,83.3373,2.69,15.94,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KPAO,2022-09-16,18.4,0.0,67.6195,7.128,15.778,False,False,False,False,0.0,Low,Normal operations
KTBR,2024-07-04,28.78,0.0,72.7974,4.499,14.8416,True,False,False,False,0.35,Medium,Add water points & shade
KTBR,2024-07-06,29.6,0.0,69.47,8.38,16.1,True,False,False,False,0.35,Medium,Add water points & shade
KPBI,2022-09-12,29.04,0.0,74.9896,3.411,16.261,True,False,False,False,0.35,Medium,Add water points & shade
KPBI,2022-09-22,27.93,10.512,81.4627,6.688,16.744,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KPDX,2022-09-12,21.92,0.0,69.0638,4.39,16.569,False,False,False,False,0.0,Low,Normal operations
KTMA,2024-07-28,27.86,1.143,87.5952,3.289,14.0695,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KPHN,2022-09-19,22.0,0.0,59.2163,3.99,15.295,False,False,False,False,0.0,Low,Normal operations
KGMU,2023-12-01,7.86,0.0,69.335,1.2,13.4312,False,False,False,False,0.0,Low,Normal operations
KHFD,2023-12-25,4.08,0.0,90.0314,1.76,5.4708,False,False,False,False,0.0,Low,Normal operations
KHHF,2023-12-01,2.9,1.152,75.563,3.839,16.261,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KHLX,2023-12-29,1.16,0.0,78.0708,5.68,16.583,False,False,False,False,0.0,Low,Normal operations
KHST,2023-12-16,22.8,0.0,82.7541,12.744,13.2264,False,False,False,False,0.0,Low,Normal operations
KHXD,2023-12-10,17.96,3.879,91.773,7.909,12.22,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KHXD,2023-12-26,17.46,2.233,96.5156,5.68,3.9805,False,True,False,True,0.5,Medium,Covered waiting & shuttle capacity; Slower vehicle assumptions & staff guidance
KHZE,2023-12-03,-2.7,0.0,77.2088,3.861,15.9324,False,False,False,False,0.0,Low,Normal operations
KPMD,2022-09-21,19.47,0.0,42.6317,10.143,16.261,False,False,False,False,0.0,Low,Normal operations
KPMD,2022-09-28,27.62,0.0,24.7452,5.292,16.422,True,False,False,False,0.35,Medium,Add water points & shade
KUCY,2024-07-26,25.7,0.144,94.8491,2.2,11.1573,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KICL,2023-12-19,-0.3,0.0,65.145,6.68,16.422,False,False,False,False,0.0,Low,Normal operations
KIPT,2023-12-16,3.97,0.0,76.4363,0.9,15.295,False,False,False,False,0.0,Low,Normal operations
KIPT,2023-12-27,9.52,17.586,91.6777,5.571,8.2741,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KISP,2023-12-14,0.5,0.0,50.6966,6.831,15.295,False,False,False,False,0.0,Low,Normal operations
KIWI,2023-12-22,-4.5,0.0,46.5251,3.399,16.422,False,False,False,False,0.0,Low,Normal operations
KJAN,2023-12-09,18.49,29.876,83.2038,9.38,15.617,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KJKJ,2023-12-04,-0.25,0.0,78.0766,7.128,14.0283,False,False,False,False,0.0,Low,Normal operations
KUOX,2024-07-02,27.7,0.0,57.53,5.112,16.261,True,False,False,False,0.35,Medium,Add water points & shade
KUXL,2024-07-15,28.9,0.011,80.172,4.509,0.0,True,True,False,True,0.8499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity; Slower vehicle assumptions & staff guidance
K1A9,2021-05-27,25.5,0.0,75.4281,1.72,15.939,True,False,False,False,0.35,Medium,Add water points & shade
K1F0,2021-05-01,17.98,0.0,86.31,4.761,15.939,False,False,False,False,0.0,Low,Normal operations
K1F0,2021-05-07,20.28,0.0,56.4102,6.39,16.1,False,False,False,False,0.0,Low,Normal operations
K1V4,2021-05-18,12.15,0.25,58.2265,5.269,15.778,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
K3J7,2021-05-30,18.2,0.0,62.93,1.859,16.261,False,False,False,False,0.0,Low,Normal operations
K4BL,2021-05-30,16.06,0.0,20.139,4.29,16.1,False,False,False,False,0.0,Low,Normal operations
K4I3,2021-05-15,13.1,23.21,43.69,2.42,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
K54J,2021-05-16,19.88,0.306,58.3746,1.265,15.456,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
K6R6,2021-05-03,24.22,0.0,16.0622,9.963,16.905,True,False,False,False,0.35,Medium,Add water points & shade
K6R6,2021-05-12,16.89,0.0,72.8586,10.648,13.7568,False,False,False,False,0.0,Low,Normal operations
K9MN,2021-05-18,16.11,0.0,85.1175,9.482,14.2902,False,False,False,False,0.0,Low,Normal operations
KADC,2021-05-17,18.0,0.0,48.379,4.581,15.3024,False,False,False,False,0.0,Low,Normal operations
KAEX,2021-05-22,24.6,2.03,70.1533,8.28,15.1488,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLHQ,2023-12-09,10.61,1.78,60.9839,8.88,14.6761,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLOL,2023-12-03,6.37,0.0,52.5294,9.88,15.4638,False,False,False,False,0.0,Low,Normal operations
KLRF,2023-12-09,15.89,0.561,71.9255,5.48,15.617,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLRF,2023-12-18,7.13,0.0,53.4684,5.19,16.1,False,False,False,False,0.0,Low,Normal operations
KLUK,2023-12-04,4.59,0.0,72.5948,3.509,10.9728,False,False,False,False,0.0,Low,Normal operations
KLUM,2023-12-31,-1.25,1.28,85.9716,6.471,12.72,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLWS,2023-12-15,4.85,0.0,68.2066,7.59,16.422,False,False,False,False,0.0,Low,Normal operations
KMRB,2023-12-30,3.03,0.0,63.1708,7.59,16.905,False,False,False,False,0.0,Low,Normal operations
KOKM,2023-12-04,7.2,0.0,44.32,3.501,16.583,False,False,False,False,0.0,Low,Normal operations
KOLS,2023-12-08,11.27,0.0,22.4927,4.311,15.7762,False,False,False,False,0.0,Low,Normal operations
KP53,2023-12-27,4.84,0.918,89.8496,2.739,0.0,False,True,False,True,0.5,Medium,Covered waiting & shuttle capacity; Slower vehicle assumptions & staff guidance
KPHN,2023-12-17,6.8,0.275,77.6414,6.59,14.65,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KPIH,2023-12-05,3.11,0.0,82.8954,4.932,16.905,False,False,False,False,0.0,Low,Normal operations
KPMV,2023-12-30,3.81,0.2,81.5142,7.272,16.1,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KPWK,2023-12-03,3.33,5.94,86.7834,5.29,12.772,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KQRH,2023-12-16,27.36,0.0,58.6268,6.13,0.0,True,False,False,True,0.55,Medium,Add water points & shade; Slower vehicle assumptions & staff guidance
KRCE,2023-12-04,6.4,0.0,48.6668,8.28,15.295,False,False,False,False,0.0,Low,Normal operations
KRDM,2023-12-27,5.48,0.275,72.2456,5.379,11.904,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRME,2023-12-08,0.1,1.827,84.4773,5.599,10.9489,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRSL,2023-12-24,8.06,5.587999999999999,89.046,14.643,15.3825,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRZZ,2023-12-13,5.41,0.0,62.8624,2.959,15.295,False,False,False,False,0.0,Low,Normal operations
KRZZ,2023-12-20,2.31,0.0,57.49,1.44,15.295,False,False,False,False,0.0,Low,Normal operations
KAPG,2021-05-19,18.02,0.0,62.25,3.09,15.2694,False,False,False,False,0.0,Low,Normal operations
KARR,2021-05-03,19.84,0.0,78.7847,7.722,15.13,False,False,False,False,0.0,Low,Normal operations
KAUS,2021-05-15,22.29,0.0,82.7424,7.348,15.778,False,False,False,False,0.0,Low,Normal operations
KAWG,2021-05-06,13.3,0.0,67.4175,9.48,15.617,False,False,False,False,0.0,Low,Normal operations
KSLC,2023-12-02,1.72,0.76,82.4694,6.912,14.6349,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSLK,2023-12-24,0.63,1.27,92.73,0.0,7.9619,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSNY,2023-12-15,1.47,0.0,60.0915,14.267,16.569,False,False,False,False,0.0,Low,Normal operations
KSUN,2023-12-24,-6.1,0.0,58.359,6.831,15.295,False,False,False,False,0.0,Low,Normal operations
KSUU,2023-12-14,9.65,0.0,76.551,4.041,15.939,False,False,False,False,0.0,Low,Normal operations
KTBR,2023-12-23,12.2,0.0,65.4847,5.819,16.261,False,False,False,False,0.0,Low,Normal operations
KTMA,2023-12-30,7.3,0.0,73.2845,3.231,16.4112,False,False,False,False,0.0,Low,Normal operations
KUIN,2023-12-27,2.4,10.053,81.3757,7.788,12.6072,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KUIN,2023-12-30,1.51,0.0,85.2208,5.68,13.3095,False,False,False,False,0.0,Low,Normal operations
KW99,2023-12-02,12.11,3.05,77.6291,4.389,14.5425,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KWHP,2023-12-02,14.7,0.0,37.4811,5.929,15.617,False,False,False,False,0.0,Low,Normal operations
KWHP,2023-12-12,14.5,0.0,27.2034,0.63,16.4182,False,False,False,False,0.0,Low,Normal operations
KWYS,2023-12-14,-3.62,0.0,86.17,1.62,11.5443,False,False,False,False,0.0,Low,Normal operations
KBIE,2021-05-27,22.06,19.261,67.6381,10.233,14.97,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBIE,2021-05-31,16.96,3.24,80.6081,1.49,16.583,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBTL,2021-05-21,23.69,0.0,47.4903,7.191,16.744,True,False,False,False,0.35,Medium,Add water points & shade
KBVE,2021-05-03,26.3,5.58,79.7294,9.342,15.4618,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KBVE,2021-05-30,21.09,6.138,73.1543,5.929,15.939,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KBVY,2021-05-21,18.13,0.0,60.7803,5.19,15.778,False,False,False,False,0.0,Low,Normal operations
KBYY,2021-05-18,24.44,12.001,84.8926,7.092,14.9787,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KCDD,2021-05-16,16.2,3.2310000000000003,50.9898,2.16,16.1,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDED,2021-05-11,26.09,1.78,77.5071,2.0,15.143,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KDLL,2021-05-15,12.74,1.122,58.2776,4.491,16.261,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDLL,2021-05-28,7.21,0.275,85.4085,10.98,10.3,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDRM,2021-05-09,5.79,0.0,61.7067,2.961,16.583,False,False,False,False,0.0,Low,Normal operations
KDTL,2021-05-09,8.4,0.0,32.7543,5.571,15.939,False,False,False,False,0.0,Low,Normal operations
KDWH,2021-05-30,26.52,0.4589999999999999,73.8684,6.809,15.778,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KEIR,2021-05-07,24.3,0.0,62.31,8.283,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KEZF,2021-05-06,13.56,3.355,46.1671,5.832,16.261,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFDW,2021-05-25,25.9,0.0,67.4784,3.619,16.422,True,False,False,False,0.35,Medium,Add water points & shade
KFMM,2021-05-06,12.0,0.0,56.842,6.028,16.744,False,False,False,False,0.0,Low,Normal operations
KFOD,2021-05-31,17.14,1.52,69.1292,2.511,14.6349,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFSD,2021-05-31,18.16,0.0,55.7124,5.832,13.8168,False,False,False,False,0.0,Low,Normal operations
KGMU,2021-05-25,25.83,0.0,56.07,4.609,15.3024,True,False,False,False,0.35,Medium,Add water points & shade
KGNT,2021-05-23,10.36,0.0,12.74,9.68,16.744,False,False,False,False,0.0,Low,Normal operations
KGNT,2021-05-31,16.39,0.0,18.4679,6.471,15.778,False,False,False,False,0.0,Low,Normal operations
KGUL,2021-05-18,26.75,0.0,85.62,17.76,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KGUP,2021-05-29,17.4,0.0,9.3228,6.99,15.617,False,False,False,False,0.0,Low,Normal operations
KHST,2021-05-03,26.32,0.0,71.5,8.129,16.1,True,False,False,False,0.35,Medium,Add water points & shade
KIJD,2021-05-20,17.4,0.0,47.9374,2.99,16.744,False,False,False,False,0.0,Low,Normal operations
KISP,2021-05-08,9.85,0.0,61.083,4.79,15.939,False,False,False,False,0.0,Low,Normal operations
KISW,2021-05-20,21.6,0.3,81.9225,6.552,16.4112,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KJAN,2021-05-13,19.35,0.0,63.4886,5.59,15.456,False,False,False,False,0.0,Low,Normal operations
KJES,2021-05-07,19.32,0.0,51.0147,7.69,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KJES,2021-05-21,24.3,0.0,59.7861,4.69,15.3024,False,False,False,False,0.0,Low,Normal operations
KJGG,2021-05-05,25.14,0.0,74.1239,6.012,14.81,True,False,False,False,0.35,Medium,Add water points & shade
KJGG,2021-05-10,16.34,0.0,67.95,6.012,14.994,False,False,False,False,0.0,Low,Normal operations
KJXN,2021-05-17,17.4,0.0,49.6468,4.932,15.778,False,False,False,False,0.0,Low,Normal operations
KJYL,2021-05-04,26.64,2.619,78.9495,6.028,16.4112,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KJYM,2021-05-18,17.85,0.0,66.0843,4.69,13.86,False,False,False,False,0.0,Low,Normal operations
KLAL,2021-05-20,26.4,0.0,56.83,11.223,16.905,True,False,False,False,0.35,Medium,Add water points & shade
KLIT,2021-05-28,22.8,3.6,74.0055,9.878,15.7692,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLOL,2021-05-14,19.05,0.0,20.3021,5.472,16.905,True,False,False,False,0.35,Medium,Add water points & shade
