brand,total_visits,record_count,unique_stores,mean_daily_visits,earliest_date,latest_date,data_type
Red Ribbon Bakeshop,320713,8343,6,38.44,2020-01-01,2024-12-31,derived
Tire Discounters,320134,3230,4,99.11,2021-11-01,2024-12-31,derived
South Beach Tanning Company,318727,12789,7,24.92,2020-01-01,2024-12-31,derived
Citizens Bank & Trust,318358,3654,2,87.13,2020-01-01,2024-12-31,derived
Oilstop,317895,2589,2,122.79,2020-01-01,2024-12-31,derived
Blinds To Go,317351,8373,5,37.9,2020-01-01,2024-12-31,derived
Slim4Life,316728,5481,3,57.79,2020-01-01,2024-12-31,derived
Winn-Dixie Distribution,316471,3654,2,86.61,2020-01-01,2024-12-31,derived
Dental Dreams,316425,12792,8,24.74,2020-01-01,2024-12-31,derived
XpresSpa,315821,1552,1,203.49,2020-01-01,2024-03-31,derived
Regymen Fitness,315441,1827,1,172.66,2020-01-01,2024-12-31,derived
Vanderbilt's,315162,1827,1,172.5,2020-01-01,2024-12-31,derived
Interlink Supply,314749,8770,6,35.89,2020-01-01,2024-12-31,derived
Towncare Dental,313961,7308,4,42.96,2020-01-01,2024-12-31,derived
Marciano by Guess,313049,1827,1,171.35,2020-01-01,2024-12-31,derived
Tommy John,312889,3654,2,85.63,2020-01-01,2024-12-31,derived
VaporFi,311461,1827,1,170.48,2020-01-01,2024-12-31,derived
Physique57,311039,1340,2,232.12,2020-01-01,2024-12-31,derived
Rocket Car Wash,310480,5481,3,56.65,2020-01-01,2024-12-31,derived
Body Street,310278,1827,1,169.83,2020-01-01,2024-12-31,derived
Cambridge Trust Company,309628,5813,5,53.26,2020-01-01,2024-06-30,derived
Artist & Craftsman Supply,309553,3654,2,84.72,2020-01-01,2024-12-31,derived
Comfort Dental,308460,11084,8,27.83,2020-01-01,2024-12-31,derived
Hertz Car Sales,308117,14036,8,21.95,2020-01-01,2024-12-31,derived
ArcBest,307889,20097,11,15.32,2020-01-01,2024-12-31,derived
Ruffit,307671,7799,6,39.45,2020-01-01,2024-12-31,derived
THRIVE Affordable Vet Care,307469,24810,22,12.39,2020-01-01,2024-12-31,derived
Le Macaron,307314,12392,14,24.8,2020-01-01,2024-12-31,derived
Diced,307220,1827,1,168.16,2020-01-01,2024-12-31,derived
Biggby Coffee,306727,366,1,838.05,2024-01-01,2024-12-31,derived
Modern Animal,306343,10962,6,27.95,2020-01-01,2024-12-31,derived
Umami Burger,306320,3043,2,100.66,2020-01-01,2024-12-31,derived
BounceU,306233,7308,4,41.9,2020-01-01,2024-12-31,derived
Lumberjacks Restaurant,306098,1796,1,170.43,2020-01-01,2024-11-30,derived
Haggar,305989,5941,8,51.5,2020-01-01,2023-01-31,derived
Zazu Salon,305576,1827,1,167.26,2020-01-01,2024-12-31,derived
North Cascades Bank,303853,3042,2,99.89,2020-01-01,2024-02-29,derived
Agri Supply,303636,1827,1,166.19,2020-01-01,2024-12-31,derived
Blue Beacon Truck Wash,303571,12789,7,23.74,2020-01-01,2024-12-31,derived
Ruby Tequila's,303520,1308,1,232.05,2020-01-01,2023-07-31,derived
Great Maple,303214,3440,2,88.14,2020-01-01,2024-12-31,derived
Timex,302369,3654,2,82.75,2020-01-01,2024-12-31,derived
Mama Fu's Asian House,301801,1308,1,230.73,2020-01-01,2023-07-31,derived
LookAfter Hair Company,301790,3654,2,82.59,2020-01-01,2024-12-31,derived
Jeep,301729,5481,3,55.05,2020-01-01,2024-12-31,derived
Peace Love and Little Donuts,301240,790,1,381.32,2020-01-01,2022-02-28,derived
Allegra Network,300965,18359,11,16.39,2020-01-01,2024-12-31,derived
Oak + Fort,300708,1829,3,164.41,2022-03-01,2024-12-31,derived
ServiceMaster,299787,33554,25,8.93,2020-01-01,2024-12-31,derived
The Crab Station,298777,1642,2,181.96,2020-01-01,2022-03-31,derived
iCRYO,298552,9288,6,32.14,2020-01-01,2024-12-31,derived
Austin's Couch Potatoes,298140,882,1,338.03,2021-12-01,2024-04-30,derived
The Farmers National Bank,297757,1827,1,162.98,2020-01-01,2024-12-31,derived
Sunrise Dental,297380,17750,11,16.75,2020-01-01,2024-12-31,derived
Fitwize 4 Kids,297174,1827,1,162.66,2020-01-01,2024-12-31,derived
Goodrich Quality Theaters,296296,1827,1,162.18,2020-01-01,2024-12-31,derived
Tasti DLite,296215,1064,2,278.4,2020-01-01,2021-09-30,derived
The Lost Cajun,295926,912,1,324.48,2020-01-01,2022-06-30,derived
Bras 'n Things,295752,3013,2,98.16,2020-01-01,2024-02-29,derived
Renewal By Anderson,295280,7338,5,40.24,2020-01-01,2024-12-31,derived
SpartanNash Distribution,294804,3654,2,80.68,2020-01-01,2024-12-31,derived
Xtend Barre,294697,974,1,302.56,2020-01-01,2022-08-31,derived
Montblanc,294628,5481,3,53.75,2020-01-01,2024-12-31,derived
Astro,294462,1827,1,161.17,2020-01-01,2024-12-31,derived
Nikita Hair,294320,1827,1,161.09,2020-01-01,2024-12-31,derived
Tod's,294202,5056,3,58.19,2020-01-01,2024-12-31,derived
Metro City Bank,293462,3654,2,80.31,2020-01-01,2024-12-31,derived
Aroma Espresso Bar,293446,1308,1,224.35,2020-01-01,2023-07-31,derived
Blue Haven Pools & Spas,293169,19550,12,15.0,2020-01-01,2024-12-31,derived
Grabbagreen,292765,1704,2,171.81,2020-01-01,2022-11-30,derived
FreshPoint,292505,3654,2,80.05,2020-01-01,2024-12-31,derived
Shula Burger,292020,306,1,954.31,2024-03-01,2024-12-31,derived
Filson,291860,1827,1,159.75,2020-01-01,2024-12-31,derived
Levels Barber Shop,290167,5481,3,52.94,2020-01-01,2024-12-31,derived
Crystal Tractor,289735,3654,2,79.29,2020-01-01,2024-12-31,derived
Sandella's Flatbread Café,288879,1948,2,148.3,2020-01-01,2024-09-30,derived
Kid City,288596,1827,1,157.96,2020-01-01,2024-12-31,derived
Farmers and Merchants Trust Company of Chambersburg,287858,5481,3,52.52,2020-01-01,2024-12-31,derived
Telstra Global Offices,286966,1827,1,157.07,2020-01-01,2024-12-31,derived
Sixty,285124,1827,1,156.06,2020-01-01,2024-12-31,derived
Marimekko,284692,1733,2,164.28,2020-01-01,2022-05-31,derived
Zions Bank,283442,1827,1,155.14,2020-01-01,2024-12-31,derived
LAUSD Adult and Career Education,282604,5481,3,51.56,2020-01-01,2024-12-31,derived
Super Mex,282524,912,1,309.79,2020-01-01,2022-06-30,derived
VF Outlet,282422,516,2,547.33,2020-01-01,2021-03-31,derived
Willamette Dental Group,282015,5481,3,51.45,2020-01-01,2024-12-31,derived
Royal Beauty Supply,281817,5694,4,49.49,2020-01-01,2024-12-31,derived
ScrubaDub Auto Wash Centers,280474,10962,6,25.59,2020-01-01,2024-12-31,derived
One Hour Heating & Air Conditioning,278342,17729,13,15.7,2020-01-01,2024-12-31,derived
Berluti,278117,3654,2,76.11,2020-01-01,2024-12-31,derived
Pastosa Ravioli,278062,3654,2,76.1,2020-01-01,2024-12-31,derived
Ippudo,277900,519,1,535.45,2023-08-01,2024-12-31,derived
Goldilocks,277809,3654,2,76.03,2020-01-01,2024-12-31,derived
Blue Martini Lounge,277711,640,2,433.92,2020-01-01,2024-12-31,derived
Speedy Glass,277703,1827,1,152.0,2020-01-01,2024-12-31,derived
Oak Valley Community Bank,277441,5481,3,50.62,2020-01-01,2024-12-31,derived
Tourneau,277428,3107,2,89.29,2020-01-01,2024-12-31,derived
Golf Galaxy,276872,15804,11,17.52,2020-01-01,2024-12-31,derived
Genesis Auto,276787,8804,10,31.44,2020-01-01,2024-12-31,derived
Jiffy Stop Food Mart,276000,3654,3,75.53,2020-01-01,2024-12-31,derived
Roll ‘Em Up,275618,700,1,393.74,2023-02-01,2024-12-31,derived
Saloniki Greek,274854,1827,1,150.44,2020-01-01,2024-12-31,derived
Grady's BBQ,274498,2432,2,112.87,2020-01-01,2023-04-30,derived
Oliver Peoples,273805,5878,4,46.58,2020-01-01,2024-12-31,derived
Mr. Appliance,273263,34407,21,7.94,2020-01-01,2024-12-31,derived
Central Bark,273155,7796,6,35.04,2020-01-01,2024-12-31,derived
SMBC,272567,3685,3,73.97,2020-01-01,2024-12-31,derived
Le Labo,272174,5269,4,51.66,2020-01-01,2024-12-31,derived
Mary's Mountain Cookies,271989,1277,2,212.99,2020-01-01,2023-06-30,derived
Lasikplus,271489,8285,7,32.77,2020-01-01,2024-12-31,derived
Community First Credit Union of Florida,271126,5481,3,49.47,2020-01-01,2024-12-31,derived
Tire Factory,270891,3682,3,73.57,2020-01-01,2024-12-31,derived
Power Finance Texas,270403,3654,2,74.0,2020-01-01,2024-12-31,derived
Farmers Bank & Trust Company,269981,1827,1,147.77,2020-01-01,2024-12-31,derived
Chaumet,269866,1827,1,147.71,2020-01-01,2024-12-31,derived
Vitamin World,269405,5023,3,53.63,2020-01-01,2024-12-31,derived
Johnnie’s New York Pizzeria,269230,1827,1,147.36,2020-01-01,2024-12-31,derived
Watches of Switzerland,268347,4751,4,56.48,2020-01-01,2024-12-31,derived
Vilebrequin,268078,5024,6,53.36,2020-01-01,2024-12-31,derived
Elizabeth Grady,267818,5878,4,45.56,2020-01-01,2024-12-31,derived
Family Video,267422,11346,31,23.57,2020-01-01,2020-12-31,derived
Invicta Store,267297,3318,3,80.56,2020-01-01,2024-12-31,derived
Loyal Companion,267215,3381,3,79.03,2020-01-01,2023-01-31,derived
BOK Financial,266899,2862,2,93.26,2020-01-01,2024-12-31,derived
Linde AMT,266760,1827,1,146.01,2020-01-01,2024-12-31,derived
DSV,266623,9164,7,29.09,2020-01-01,2024-12-31,derived
Proper Hotel,266321,3654,2,72.88,2020-01-01,2024-12-31,derived
CORT,266049,7858,5,33.86,2020-01-01,2024-12-31,derived
Webuyanycar,265124,18372,15,14.43,2020-01-01,2024-12-31,derived
Alliant Insurance Services,265114,21983,15,12.06,2020-01-01,2024-12-31,derived
Publix Distribution,265094,1827,1,145.1,2020-01-01,2024-12-31,derived
Washington State Employees Credit Union,264784,1827,1,144.93,2020-01-01,2024-12-31,derived
California Closets,264384,26249,16,10.07,2020-01-01,2024-12-31,derived
Kloss Furniture,264287,1827,1,144.66,2020-01-01,2024-12-31,derived
Lapels Dry Cleaning,264005,10962,6,24.08,2020-01-01,2024-12-31,derived
Uncommon James,263852,1827,1,144.42,2020-01-01,2024-12-31,derived
BNB Bank,263326,3573,9,73.7,2020-01-01,2021-01-31,derived
Leonard,263308,550,1,478.74,2023-07-01,2024-12-31,derived
UniBank Massachusetts,263040,1827,1,143.97,2020-01-01,2024-12-31,derived
West Coast Dental,262106,10961,10,23.91,2020-01-01,2024-12-31,derived
Jaeger-LeCoultre,261194,5481,3,47.65,2020-01-01,2024-12-31,derived
ClearWater Express Car Wash,260829,10993,7,23.73,2020-01-01,2024-12-31,derived
First Commercial Bank USA,260339,5481,3,47.5,2020-01-01,2024-12-31,derived
Bagnbaggage,260091,2707,4,96.08,2020-01-01,2022-02-28,derived
Schuykill Valley Sports,260018,607,2,428.37,2020-01-01,2021-02-28,derived
Sunnin,259920,1827,1,142.27,2020-01-01,2024-12-31,derived
Global Self Storage,259718,1827,1,142.16,2020-01-01,2024-12-31,derived
Toppers Pizza,259345,1431,2,181.23,2022-08-01,2024-12-31,derived
Idaho Central Credit Union,259136,3654,2,70.92,2020-01-01,2024-12-31,derived
Eaton Apothecary,258457,1275,3,202.71,2020-01-01,2021-02-28,derived
The Dog Stop,258274,4387,6,58.87,2020-01-01,2024-12-31,derived
Mobile Kangaroo,257895,8859,6,29.11,2020-01-01,2024-12-31,derived
Origins,257823,3896,5,66.18,2020-01-01,2022-11-30,derived
Hat Club,257596,1827,1,140.99,2020-01-01,2024-12-31,derived
Trader Joe's Distribution,257399,3654,2,70.44,2020-01-01,2024-12-31,derived
Suspiros Pastelerias,257331,1434,2,179.45,2022-08-01,2024-12-31,derived
Car Mart,256959,5481,3,46.88,2020-01-01,2024-12-31,derived
Aire Serv,256383,20313,15,12.62,2020-01-01,2024-12-31,derived
Premier Rental Purchase & Home Furnishing,256217,12789,7,20.03,2020-01-01,2024-12-31,derived
Alphagraphics,255664,31971,19,8.0,2020-01-01,2024-12-31,derived
ShowBiz Cinemas,254774,1827,1,139.45,2020-01-01,2024-12-31,derived
Calvert's Express Auto Service & Tire,254599,1827,1,139.35,2020-01-01,2024-12-31,derived
Capitol Materials,254334,7308,4,34.8,2020-01-01,2024-12-31,derived
Malbec Argentinan Cuisine,253818,1827,1,138.93,2020-01-01,2024-12-31,derived
America's Best Inn,253646,1827,1,138.83,2020-01-01,2024-12-31,derived
Optica USA,253144,1827,1,138.56,2020-01-01,2024-12-31,derived
Navis Pack & Ship,252564,14589,11,17.31,2020-01-01,2024-12-31,derived
Rhone,252089,3565,4,70.71,2020-01-01,2024-12-31,derived
Exhale,250973,3651,3,68.74,2020-01-01,2023-08-31,derived
Krewe,250817,5450,4,46.02,2020-01-01,2024-12-31,derived
Ladurée Paris,250594,3654,2,68.58,2020-01-01,2024-12-31,derived
Define Body & Mind,250589,1096,1,228.64,2020-01-01,2022-12-31,derived
Insure One Insurance Agency,250163,17204,11,14.54,2020-01-01,2024-12-31,derived
Global Credit Union,249935,8253,6,30.28,2020-01-01,2024-12-31,derived
Eggs 'n' Things,249908,1827,1,136.79,2020-01-01,2024-12-31,derived
Topman,248473,4367,11,56.9,2020-01-01,2021-01-31,derived
Dr. Dental,248125,9287,6,26.72,2020-01-01,2024-12-31,derived
Z Tejas,247338,1827,1,135.38,2020-01-01,2024-12-31,derived
Happy Feet,247190,1827,1,135.3,2020-01-01,2024-12-31,derived
Todd Synder,246675,1465,4,168.38,2022-12-01,2024-12-31,derived
Bellacures,245668,1827,1,134.47,2020-01-01,2024-12-31,derived
Malibu Eatery,245596,1827,1,134.43,2020-01-01,2024-12-31,derived
All In Adventures Escape Rooms,244058,5481,3,44.53,2020-01-01,2024-12-31,derived
Adecco,244032,31422,24,7.77,2020-01-01,2024-12-31,derived
Alex and Ani,243904,1827,1,133.5,2020-01-01,2024-12-31,derived
Rancho San Miguel Markets,243475,275,1,885.36,2024-04-01,2024-12-31,derived
Parts Plus,243380,7308,4,33.3,2020-01-01,2024-12-31,derived
MillerHome Furniture & Mattress,243037,1827,1,133.03,2020-01-01,2024-12-31,derived
Jellystone Park Camp Resorts,242573,9410,6,25.78,2020-01-01,2024-12-31,derived
See,242386,3043,2,79.65,2020-01-01,2024-12-31,derived
Cao Bakery & Cafe,241872,1065,1,227.11,2022-02-01,2024-12-31,derived
Rajbhog Food,241736,1827,1,132.31,2020-01-01,2024-12-31,derived
800 Degrees,241082,1521,1,158.5,2020-01-01,2024-02-29,derived
Beauty Brands,240892,7308,4,32.96,2020-01-01,2024-12-31,derived
Life Storage,240665,3470,2,69.36,2020-01-01,2024-09-30,derived
Eagle Transmission,240426,7308,4,32.9,2020-01-01,2024-12-31,derived
Sunbelt Credit,240085,7395,5,32.47,2020-01-01,2024-12-31,derived
Irontribe Fitness,239747,1827,1,131.22,2020-01-01,2024-12-31,derived
Key West Inn,239694,1827,1,131.2,2020-01-01,2024-12-31,derived
Century Bank and Trust Company,239644,4020,6,59.61,2020-01-01,2021-10-31,derived
Hellmann Worldwide Logistics,239130,5481,3,43.63,2020-01-01,2024-12-31,derived
OnTrac,239103,10962,6,21.81,2020-01-01,2024-12-31,derived
Ralphs Distribution,238544,1827,1,130.57,2020-01-01,2024-12-31,derived
AIM Mail Centers,238476,10962,6,21.75,2020-01-01,2024-12-31,derived
Texan Credit Corporation,237925,25578,14,9.3,2020-01-01,2024-12-31,derived
Ballard Designs,237664,1827,1,130.08,2020-01-01,2024-12-31,derived
Cluck-U Chicken,237659,2466,2,96.37,2020-01-01,2024-12-31,derived
Cristina's Fine Mexican Restaurant,237380,1827,1,129.93,2020-01-01,2024-12-31,derived
Castle Dental,236843,7640,6,31.0,2020-01-01,2024-12-31,derived
Franz Bakery,236703,1827,1,129.56,2020-01-01,2024-12-31,derived
Pride,236562,3654,2,64.74,2020-01-01,2024-12-31,derived
Gino's East,236453,762,1,310.31,2020-01-01,2022-01-31,derived
Wagamama,236097,1827,1,129.23,2020-01-01,2024-12-31,derived
Applied Materials,235965,5481,3,43.05,2020-01-01,2024-12-31,derived
Discount Tire Centers,235504,7095,6,33.19,2020-01-01,2024-12-31,derived
Rock and Reilly's,235217,1827,1,128.74,2020-01-01,2024-12-31,derived
Camp Run-A-Mutt,234862,8435,5,27.84,2020-01-01,2024-12-31,derived
Paul&Shark,234244,1827,1,128.21,2020-01-01,2024-12-31,derived
Levain Bakery,234074,1827,1,128.12,2020-01-01,2024-12-31,derived
Bike Barn,233720,1278,2,182.88,2020-01-01,2021-09-30,derived
Warren James,233647,1827,1,127.89,2020-01-01,2024-12-31,derived
The Tile Shop,233549,21558,12,10.83,2020-01-01,2024-12-31,derived
Surf Thru Express Car Wash,233151,2862,3,81.46,2020-01-01,2024-12-31,derived
Dick's Drive-in,232889,1827,1,127.47,2020-01-01,2024-12-31,derived
Arizona Tile,232677,7308,4,31.84,2020-01-01,2024-12-31,derived
Skoah,232103,3654,2,63.52,2020-01-01,2024-12-31,derived
Small Door Vet,231894,1827,1,126.93,2020-01-01,2024-12-31,derived
Golden Star Theaters,231767,1827,1,126.86,2020-01-01,2024-12-31,derived
The Unbound Collection by Hyatt,231551,641,1,361.23,2023-04-01,2024-12-31,derived
Rent A Wreck,231457,12392,11,18.68,2020-01-01,2024-12-31,derived
Mexican Inn Cafe,231167,1827,1,126.53,2020-01-01,2024-12-31,derived
First Volunteer Bank,231114,1827,1,126.5,2020-01-01,2024-12-31,derived
DDS Dentures + Implant Solutions,230194,5871,8,39.21,2020-01-01,2024-12-31,derived
GALLS,230135,1888,2,121.89,2020-01-01,2024-12-31,derived
Big Sandy Superstore,229839,1827,1,125.8,2020-01-01,2024-12-31,derived
The Wash Tub,229464,10962,6,20.93,2020-01-01,2024-12-31,derived
El Borrego De Oro,229350,1827,1,125.53,2020-01-01,2024-12-31,derived
Glowbar,228917,5481,3,41.77,2020-01-01,2024-12-31,derived
The Counter,228798,912,1,250.88,2020-01-01,2022-06-30,derived
Coffee Beanery,228262,1308,1,174.51,2020-01-01,2023-07-31,derived
Hereford House,226825,1827,1,124.15,2020-01-01,2024-12-31,derived
Charles Tyrwhitt,225873,1827,1,123.63,2020-01-01,2024-12-31,derived
AAA Approved Auto Repair,225761,2896,5,77.96,2021-10-01,2024-12-31,derived
Sunglass World,225606,3654,2,61.74,2020-01-01,2024-12-31,derived
Just Cuts,225079,1827,1,123.2,2020-01-01,2024-12-31,derived
Carrows,224992,2251,2,99.95,2020-01-01,2023-05-31,derived
Gretchen Scott,224720,1827,1,123.0,2020-01-01,2024-12-31,derived
Keller Logistics Group,224719,3654,2,61.5,2020-01-01,2024-12-31,derived
Jasmine Thai Cuisine,224293,1827,1,122.77,2020-01-01,2024-12-31,derived
The Bryn Mawr Trust Company,224156,1950,2,114.95,2020-01-01,2024-12-31,derived
Panda Inn,224071,1766,1,126.88,2020-01-01,2024-10-31,derived
Furniture World,224026,2072,2,108.12,2020-01-01,2024-12-31,derived
The Union Kitchen,222508,1827,1,121.79,2020-01-01,2024-12-31,derived
Chemung Canal Trust Company,222323,3959,3,56.16,2020-01-01,2024-12-31,derived
Cos Bar,221880,5908,4,37.56,2020-01-01,2024-12-31,derived
Jack Stack,221827,1827,1,121.42,2020-01-01,2024-12-31,derived
Cookie's Kids,221763,1827,1,121.38,2020-01-01,2024-12-31,derived
Fjall Raven,221109,1402,2,157.71,2022-01-01,2024-12-31,derived
Planet Beach,220971,7399,6,29.86,2020-01-01,2024-12-31,derived
Taste Buds Kitchen,220735,1827,1,120.82,2020-01-01,2024-12-31,derived
Advantage Storage,220650,13974,11,15.79,2020-01-01,2024-12-31,derived
Country Waffles,220501,1827,1,120.69,2020-01-01,2024-12-31,derived
Roti Mediterranean Grill,220098,2039,2,107.94,2020-01-01,2024-09-30,derived
Gordon Food Service Distribution,220051,1827,1,120.44,2020-01-01,2024-12-31,derived
Seal Master,219935,13827,10,15.91,2020-01-01,2024-12-31,derived
Rent King,219806,9135,5,24.06,2020-01-01,2024-12-31,derived
Checkmate,219646,7125,5,30.83,2020-01-01,2024-12-31,derived
Manufacturers Bank,219321,1827,1,120.04,2020-01-01,2024-12-31,derived
Eastern Dental,219212,9135,5,24.0,2020-01-01,2024-12-31,derived
Spitz,218116,184,1,1185.41,2024-07-01,2024-12-31,derived
Real Deals,218026,427,1,510.6,2023-11-01,2024-12-31,derived
Moneytree,217936,14979,9,14.55,2020-01-01,2024-12-31,derived
Ladle & Leaf,217787,1949,3,111.74,2020-01-01,2024-12-31,derived
Farm Supply Company,217716,3654,2,59.58,2020-01-01,2024-12-31,derived
BluePearl Veterinary Partners,216362,15227,9,14.21,2020-01-01,2024-12-31,derived
Sam Moon,215845,1461,1,147.74,2020-01-01,2023-12-31,derived
Prime IV Hydration and Wellness,215636,12428,11,17.35,2020-01-01,2024-12-31,derived
Movado Company Store,215307,3654,2,58.92,2020-01-01,2024-12-31,derived
Big Frog Custom T-Shirts & More,214973,16780,12,12.81,2020-01-01,2024-12-31,derived
Young Chefs Academy,214689,7308,4,29.38,2020-01-01,2024-12-31,derived
RDO Equipment Co,214640,13216,8,16.24,2020-01-01,2024-12-31,derived
Pacifica Pizza,214042,1613,1,132.7,2020-01-01,2024-05-31,derived
Farm & Home Supply,213985,1827,1,117.12,2020-01-01,2024-12-31,derived
Chart House,213853,1827,1,117.05,2020-01-01,2024-12-31,derived
GoodVets,213542,5481,3,38.96,2020-01-01,2024-12-31,derived
Souper Salad,212019,1490,2,142.29,2020-01-01,2022-06-30,derived
Caliber Auto Care,211832,5754,4,36.81,2020-01-01,2024-12-31,derived
Waldorf Astoria Hotels & Resorts,211203,1827,1,115.6,2020-01-01,2024-12-31,derived
Fly High Adventure Parks,210805,1827,1,115.38,2020-01-01,2024-12-31,derived
Smile Direct Club,210433,11134,20,18.9,2020-01-01,2023-11-30,derived
Ditka's,208442,1827,1,114.09,2020-01-01,2024-12-31,derived
Formula Fig,207657,1827,1,113.66,2020-01-01,2024-12-31,derived
R Bank,207438,1827,1,113.54,2020-01-01,2024-12-31,derived
Garbanzo Fresh Mediterranean,207392,1827,1,113.52,2020-01-01,2024-12-31,derived
Shopko,207185,3654,2,56.7,2020-01-01,2024-12-31,derived
CEVA Logistics,206851,10962,6,18.87,2020-01-01,2024-12-31,derived
TOM N TOMS Coffee,206332,427,1,483.21,2023-11-01,2024-12-31,derived
Boarders Inn and Suites,206307,1827,1,112.92,2020-01-01,2024-12-31,derived
"Mighty Fine Burgers, Fries & Shakes",205695,304,1,676.63,2022-07-01,2023-04-30,derived
Stor America Self Storage,205013,6756,4,30.35,2020-01-01,2024-12-31,derived
Mattress One,204996,1734,3,118.22,2020-01-01,2021-07-31,derived
Rosati's Chicago Pizza,204953,1615,2,126.91,2020-01-01,2024-12-31,derived
The Hummus Factory,204935,1827,1,112.17,2020-01-01,2024-12-31,derived
Btone Fitness,204778,2378,4,86.11,2022-01-01,2024-12-31,derived
Pure Pilates,204624,1827,1,112.0,2020-01-01,2024-12-31,derived
Nail Garden,203783,3654,2,55.77,2020-01-01,2024-12-31,derived
Loewe,203420,1827,1,111.34,2020-01-01,2024-12-31,derived
Yolanda's Mexican Cafe,202631,1827,1,110.91,2020-01-01,2024-12-31,derived
Washington Trust,202430,2102,2,96.3,2020-01-01,2024-12-31,derived
Lola's Mexican Cuisine,202171,1827,1,110.66,2020-01-01,2024-12-31,derived
Mega International Commercial Bank,201949,1827,1,110.54,2020-01-01,2024-12-31,derived
Dr Pilates,201112,1827,1,110.08,2020-01-01,2024-12-31,derived
Mexico Lindo,200768,1827,1,109.89,2020-01-01,2024-12-31,derived
Duke's,200450,1827,1,109.72,2020-01-01,2024-12-31,derived
Gabriel's Liquor,199917,3654,2,54.71,2020-01-01,2024-12-31,derived
Bobcat,199846,28320,16,7.06,2020-01-01,2024-12-31,derived
BAIRD / Hilliard Lyons,199655,14158,9,14.1,2020-01-01,2024-12-31,derived
Aldi Distribution,199508,1827,1,109.2,2020-01-01,2024-12-31,derived
Max's Mexican Cuisine,198250,1827,1,108.51,2020-01-01,2024-12-31,derived
Music Go Round,198174,1827,1,108.47,2020-01-01,2024-12-31,derived
GCR Tire Centers,197049,6572,6,29.98,2020-01-01,2024-03-31,derived
A.P.C. Store,196982,5481,3,35.94,2020-01-01,2024-12-31,derived
Mazzio's Italian Eatery,196874,1827,1,107.76,2020-01-01,2024-12-31,derived
Shred415,196733,1705,1,115.39,2020-01-01,2024-08-31,derived
Midland State Bank,196723,3654,2,53.84,2020-01-01,2024-12-31,derived
Helly Hansen,196503,1827,1,107.56,2020-01-01,2024-12-31,derived
Goldman Sachs,196442,3807,3,51.6,2020-01-01,2024-12-31,derived
Shula's Bar & Grill,196103,1827,1,107.34,2020-01-01,2024-12-31,derived
Americold Logistics,196031,29446,17,6.66,2020-01-01,2024-12-31,derived
Erie Insurance,195717,5481,3,35.71,2020-01-01,2024-12-31,derived
Diamonds Direct,195569,2499,3,78.26,2020-01-01,2024-12-31,derived
Sweetfin Poke,195405,1858,3,105.17,2022-06-01,2024-12-31,derived
Culebra Meat Market,195392,5481,3,35.65,2020-01-01,2024-12-31,derived
Standard Bank Pennsylvania,195227,2922,3,66.81,2020-01-01,2022-08-31,derived
Custom Ink,194722,11264,7,17.29,2020-01-01,2024-12-31,derived
Jones Road,193980,5481,3,35.39,2020-01-01,2024-12-31,derived
Miguels California Mexicna Cocina,192838,1766,1,109.19,2020-01-01,2024-10-31,derived
AppleOne Employment Services,192616,20066,11,9.6,2020-01-01,2024-12-31,derived
2nd Ave,192447,1827,1,105.33,2020-01-01,2024-12-31,derived
Hide Away Storage,192428,11291,7,17.04,2020-01-01,2024-05-31,derived
I Love Pilates,192353,1827,1,105.28,2020-01-01,2024-12-31,derived
Save Mart Distribution,191665,1827,1,104.91,2020-01-01,2024-12-31,derived
Locale,191403,3623,2,52.83,2020-01-01,2024-12-31,derived
Watershed Car Wash,190495,5481,3,34.76,2020-01-01,2024-12-31,derived
QTS Realty Trust,190203,3654,2,52.05,2020-01-01,2024-12-31,derived
RiteCheck,189952,7308,4,25.99,2020-01-01,2024-12-31,derived
Pinstripes,189833,397,1,478.17,2023-12-01,2024-12-31,derived
Maverik,189196,1827,1,103.56,2020-01-01,2024-12-31,derived
The Ephrata National Bank,188475,3654,2,51.58,2020-01-01,2024-12-31,derived
Snapbox Self Storage,188269,1827,1,103.05,2020-01-01,2024-12-31,derived
Roadrunner Transportation Systems,188151,5481,3,34.33,2020-01-01,2024-12-31,derived
FRAME,187936,3319,2,56.62,2020-01-01,2024-12-31,derived
Randstad,187923,25256,21,7.44,2020-01-01,2024-12-31,derived
Price Busters Discount Furniture,187458,1827,1,102.6,2020-01-01,2024-12-31,derived
FirstTrust Bank,187206,3654,2,51.23,2020-01-01,2024-12-31,derived
Project Juice,186466,2495,5,74.74,2020-01-01,2021-09-30,derived
EY,186237,8284,5,22.48,2020-01-01,2024-12-31,derived
Bounce Trampoline Sports,185306,731,1,253.5,2020-01-01,2021-12-31,derived
Kohler Signature Store,185073,6273,4,29.5,2020-01-01,2024-12-31,derived
Euronet Worldwide,184981,5481,3,33.75,2020-01-01,2024-12-31,derived
Vista Paint,183826,6184,5,29.73,2020-01-01,2024-12-31,derived
Twitch Fitness,183774,1827,1,100.59,2020-01-01,2024-12-31,derived
Ramunito's Brick Oven Pizza,183486,1827,1,100.43,2020-01-01,2024-12-31,derived
Mr Chow,183464,1827,1,100.42,2020-01-01,2024-12-31,derived
The Ainsworth,182825,1702,2,107.42,2020-01-01,2022-04-30,derived
ManCave for Men,182762,5481,3,33.34,2020-01-01,2024-12-31,derived
Jakes Uptown,182731,1827,1,100.02,2020-01-01,2024-12-31,derived
