scenario_id,timestamp,time_minutes,phase_id,edge_id,from_node,to_node,mode,scheduled_capacity,effective_capacity,service_frequency_minutes,disruption_factor,weather_factor,data_type,confidence_type,assumption_note
baseline,2026-07-19T12:00:00Z,-180,pre_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:10:00Z,250,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:10:00Z,250,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:10:00Z,250,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:10:00Z,250,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:10:00Z,250,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:10:00Z,250,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:10:00Z,250,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:10:00Z,250,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:15:00Z,255,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:15:00Z,255,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:15:00Z,255,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:15:00Z,255,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:15:00Z,255,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:15:00Z,255,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:15:00Z,255,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:15:00Z,255,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:20:00Z,260,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:20:00Z,260,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:20:00Z,260,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:20:00Z,260,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:20:00Z,260,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:20:00Z,260,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:20:00Z,260,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:20:00Z,260,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:25:00Z,265,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:25:00Z,265,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:25:00Z,265,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:25:00Z,265,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:25:00Z,265,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:25:00Z,265,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:25:00Z,265,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:25:00Z,265,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:30:00Z,270,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:30:00Z,270,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:30:00Z,270,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:30:00Z,270,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:30:00Z,270,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:30:00Z,270,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:30:00Z,270,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:30:00Z,270,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:35:00Z,275,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:35:00Z,275,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:35:00Z,275,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:35:00Z,275,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:35:00Z,275,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:35:00Z,275,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:35:00Z,275,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:35:00Z,275,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:40:00Z,280,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:40:00Z,280,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:40:00Z,280,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:40:00Z,280,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:40:00Z,280,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:40:00Z,280,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:40:00Z,280,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:40:00Z,280,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:45:00Z,285,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:45:00Z,285,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:45:00Z,285,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:45:00Z,285,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:45:00Z,285,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:45:00Z,285,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:45:00Z,285,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:45:00Z,285,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:50:00Z,290,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:50:00Z,290,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:50:00Z,290,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:50:00Z,290,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:50:00Z,290,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:50:00Z,290,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:50:00Z,290,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:50:00Z,290,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:55:00Z,295,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:55:00Z,295,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:55:00Z,295,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:55:00Z,295,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:55:00Z,295,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:55:00Z,295,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:55:00Z,295,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T19:55:00Z,295,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:00:00Z,300,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:00:00Z,300,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:00:00Z,300,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:00:00Z,300,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:00:00Z,300,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:00:00Z,300,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:00:00Z,300,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:00:00Z,300,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:05:00Z,305,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:05:00Z,305,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:05:00Z,305,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:05:00Z,305,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:05:00Z,305,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:05:00Z,305,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:05:00Z,305,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:05:00Z,305,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:10:00Z,310,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:10:00Z,310,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:10:00Z,310,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:10:00Z,310,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:10:00Z,310,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:10:00Z,310,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:10:00Z,310,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:10:00Z,310,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:15:00Z,315,post_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:15:00Z,315,post_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:15:00Z,315,post_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:15:00Z,315,post_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,450,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:15:00Z,315,post_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:15:00Z,315,post_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,300,5,0.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:15:00Z,315,post_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_disruption,2026-07-19T20:15:00Z,315,post_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:00:00Z,-180,pre_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:00:00Z,-180,pre_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:00:00Z,-180,pre_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,1350,5,1.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:00:00Z,-180,pre_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,1350,5,1.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:00:00Z,-180,pre_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,900,5,1.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:00:00Z,-180,pre_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,900,5,1.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:00:00Z,-180,pre_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:00:00Z,-180,pre_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:05:00Z,-175,pre_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:05:00Z,-175,pre_match,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:05:00Z,-175,pre_match,penn_station_to_secaucus,penn_station,secaucus,rail,900,1350,5,1.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:05:00Z,-175,pre_match,secaucus_to_penn_station,secaucus,penn_station,rail,900,1350,5,1.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:05:00Z,-175,pre_match,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,900,5,1.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:05:00Z,-175,pre_match,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,900,5,1.5,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:05:00Z,-175,pre_match,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
rail_capacity_boost,2026-07-19T12:05:00Z,-175,pre_match,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
