PARENT_PLACEKEY,LATITUDE,LONGITUDE
223-228@5pr-3bv-bc5,39.034546,-94.580538
222-222@5qv-x2v-ch5,32.802547,-96.814072
222-2fj@5z4-ztw-3kf,34.031122,-118.409537
zzy-224@8fc-f9x-rx5,29.706676,-95.396841
225-224@62j-sjp-hkf,42.332876,-71.073576
22w-229@5vg-7ms-vmk,37.78628,-122.457882
24k-25j@5x4-4b5-kmk,47.613647,-122.343683
265-222@5vg-7gt-d35,37.793228,-122.398104
23t-224@5vg-7gw-whq,37.789827,-122.407934
236-222@627-s8j-grk,40.738859,-73.992331
222-234@5z5-3rs-h89,34.04101,-118.255492
zzw-222@63s-dvx-94v,39.961853,-75.21811
zzw-222@63s-2zs-s3q,37.603595,-77.52487
22d-22b@627-s8k-3t9,40.753875,-73.992984
24q-223@8fc-fbj-9zz,29.54354,-95.102324
224-222@627-s8j-tsq,40.742146,-73.97419
222-223@5vh-8rz-rx5,37.309333,-121.809933
228-226@8fw-5vg-47q,25.702121,-80.36003
22q-222@627-wgb-99f,40.656014,-73.931689
zzw-222@5pr-6f5-ndv,39.047856,-94.591225
22h-255@627-wbt-rzf,40.749681,-74.004548
zzw-234@8g6-ym3-wkz,33.846643,-84.362603
229-222@5q9-bnx-nh5,39.66272,-104.988135
223-228@627-vtk-ysq,40.546695,-74.276746
zzw-223@8fc-9vq-8sq,29.898731,-95.446915
222-2kw@62j-shx-snq,42.363428,-71.068437
224-223@8gg-2xd-3bk,35.411979,-80.663333
225-223@8fc-f34-qmk,29.649928,-95.565523
222-23s@5pr-6f5-k4v,39.052927,-94.592551
223-222@5qw-t33-3wk,32.656928,-96.890619
224-222@8g6-yjr-k9f,33.935474,-84.338503
22j-22d@5vh-b5j-h3q,37.341183,-121.924714
zzw-223@5qv-x3z-mzf,32.922557,-96.791625
227-222@8fw-5k4-ch5,25.670411,-80.384617
222-223@5pr-399-kzz,39.209099,-94.645608
224-222@8fc-fhz-vvf,29.727838,-95.531551
225-27c@627-s8r-8qf,40.765759,-73.980485
222-22h@8fc-9w7-r8v,29.922497,-95.196897
22d-226@8g7-46m-yvz,33.753949,-84.386666
222-254@627-s8j-ndv,40.745682,-73.981348
222-224@8g7-472-mrk,33.800688,-84.408804
223-222@5vh-6yy-6ff,37.252773,-121.948756
225-223@5qv-x2d-zs5,32.851967,-96.837195
225-34d@627-s8j-tvz,40.741561,-73.974766
224-222@63g-rbd-4gk,37.51614,-77.524883
zzw-222@5vh-9zx-k9f,37.692048,-121.901744
25q-225@627-w4c-kcq,40.555683,-74.347543
2v8-222@5z4-zw9-x5z,34.065252,-118.446242
24k-25j@5x4-4b5-kmk,47.613489,-122.343794
278-223@5z5-3qt-rtv,34.060462,-118.298627
23b-22j@5vh-b4m-b49,37.329499,-121.964336
2yj-222@62j-shy-49z,42.365567,-71.055224
zzw-225@5pr-3by-4jv,39.069798,-94.553142
zzw-223@8fw-23m-7bk,25.776649,-80.192492
228-2fh@627-s8k-2rk,40.749081,-73.985744
zzy-229@627-s4n-3yv,40.774022,-73.961069
229-23w@5vg-7gq-nqz,37.773249,-122.412655
zzw-223@5vh-b4d-ks5,37.35163,-121.975545
229-28d@628-pmb-9s5,39.955281,-75.163438
22b-222@627-s6h-45f,40.855996,-73.90024
223-22b@8g6-ym8-ht9,33.818082,-84.348398
22h-226@627-s8n-649,40.764305,-73.954407
223-223@5qv-x2v-2zf,32.804793,-96.813449
223-228@8g7-4c9-2zf,33.886207,-84.462595
222-222@5qv-x2s-rx5,32.80916,-96.836605
222-2kw@62j-shx-snq,42.363038,-71.068452
224-22k@628-pgk-z4v,40.000389,-75.207716
22x-237@5vg-7gt-dqf,37.794472,-122.403238
23t-223@5vg-7gv-r8v,37.794354,-122.422915
235-222@627-s4n-cdv,40.783841,-73.971092
238-222@628-pj4-t7q,39.99577,-75.139881
zzw-222@8fw-5kr-n89,25.701818,-80.405251
225-22w@627-s6d-wff,40.840687,-73.943319
zzy-222@8fc-fcy-mff,29.708018,-95.491324
226-222@5vg-9gn-45f,37.978646,-122.035955
zzw-223@5pr-6cn-47q,38.94337,-94.607579
zzy-22d@5z4-zw3-5vf,34.062363,-118.415376
22t-22d@628-pmf-s3q,39.944502,-75.171303
2br-222@5vg-7gx-g49,37.756106,-122.418861
zzy-223@8g7-46y-tjv,33.789757,-84.400429
zzy-222@8fc-f77-wc5,29.734681,-95.638938
zzw-222@63h-hzq-hdv,39.844252,-84.327843
222-25c@8fc-fhv-fvf,29.741864,-95.48384
zzy-223@63s-8wx-qxq,39.643623,-75.723038
zzw-222@5vh-6yy-jgk,37.252156,-121.946429
22n-223@627-wbr-kj9,40.739074,-74.027701
222-225@5vh-b8k-7h5,37.435899,-122.177697
222-2n4@628-tnv-g6k,40.495726,-74.449928
222-33s@628-pmf-6x5,39.947356,-75.192453
zzy-223@63r-txc-2x5,38.635791,-77.269857
23v-23j@627-wc3-bkz,40.693222,-73.990761
zzw-224@8fv-zzz-kzz,25.809235,-80.193763
zzy-223@62j-sj7-n89,42.366574,-71.01626
zzw-222@8fc-f4j-rx5,29.687496,-95.50949
22j-222@8fc-f4k-bzf,29.670495,-95.507609
222-235@627-s4d-ks5,40.877416,-73.98293
zzw-223@62j-sgh-99f,42.335805,-71.106762
zzy-223@5qv-x45-pqf,32.922913,-96.817222
222-224@627-rwb-g49,40.881048,-73.887918
222-2yr@8fc-f9x-pd9,29.711782,-95.39766
222-244@5vh-b37-zvf,37.658445,-122.056439
22g-223@627-s8q-sqz,40.76218,-73.973062
222-2t5@627-vvn-jqf,40.584569,-74.0858
222-222@5qv-x3m-hnq,32.813522,-96.84154
22m-224@627-wdj-rp9,40.60139,-73.960788
zzw-222@8fc-9v5-s5z,29.934202,-95.584888
227-223@8g6-yjv-vvf,33.907138,-84.362762
226-228@5z5-3qt-r8v,34.060906,-118.307692
227-223@8g7-47b-skf,33.768278,-84.385724
223-22j@8g6-ymb-xnq,33.887662,-84.38194
22k-223@5vg-7ff-fcq,37.804826,-122.273263
223-227@62j-sjp-hkf,42.33361,-71.072938
223-227@62j-sjp-hkf,42.333644,-71.072171
222-223@627-s8g-3wk,40.758505,-73.974777
225-22w@627-s6d-wff,40.841483,-73.943382
223-229@8fw-23m-q4v,25.790631,-80.185789
22y-222@8fw-5sb-28v,25.702392,-80.289543
zzw-222@5x4-4vt-qfz,47.587202,-122.32137
22c-223@627-s8r-y5f,40.767614,-73.981012
2cf-222@627-s8r-fmk,40.756809,-73.978633
zzz-222@5vh-993-mc5,37.17017,-121.836196
224-24m@8gg-3bw-p35,35.437635,-80.60095
224-22b@5z6-3cg-gx5,33.821033,-118.189315
22n-226@8fc-f9x-pjv,29.711692,-95.400037
225-222@8fw-77d-p9z,25.746834,-80.39058
222-222@5pr-6hp-sbk,38.925202,-94.584923
225-223@627-tnw-2p9,40.667196,-73.789593
22c-228@627-s93-249,40.70158,-73.923369
zzy-226@8fw-27h-hdv,25.785286,-80.219771
222-27f@5vh-b54-zvf,37.384263,-122.012795
227-223@628-pfw-s5z,40.03008,-75.179478
223-223@5x4-4xr-2hq,47.51552,-122.353113
zzw-224@63g-rbd-2hq,37.511133,-77.523889
zzw-222@5z6-3nh-2c5,33.851249,-118.183903
zzy-25j@627-s8r-fj9,40.758106,-73.979463
zzw-223@5qv-x3z-mzf,32.922527,-96.79152
22j-227@5vg-7h8-hh5,37.766873,-122.25404
22k-224@627-wh4-zpv,40.650833,-73.959897
zzw-228@627-s4n-m8v,40.784152,-73.948249
223-223@5x6-psp-9zz,49.19631,-123.13858
242-222@627-s8j-q75,40.75073,-73.98027
28f-24b@62j-sgg-xbk,42.360866,-71.060516
22f-222@5vh-8vb-tn5,37.250583,-121.84613
253-224@5vg-7q4-m49,37.826807,-122.209135
24q-222@5z5-3qy-mrk,34.03696,-118.256595
22n-224@627-s4v-nbk,40.801717,-73.93787
zzz-222@627-s4m-wkz,40.774048,-73.976189
229-226@627-s8k-2tv,40.749575,-73.987529
zzw-225@5vg-7gt-cqz,37.795496,-122.398013
zzy-25p@627-s8r-8sq,40.706751,-74.013379
224-26r@62j-shx-bc5,42.358636,-71.060553
22q-223@63r-7mh-kvf,38.593832,-76.942166
222-224@8g7-4b3-jy9,33.860032,-84.480981
zzw-224@8g6-yjh-wp9,33.864285,-84.308265
222-4dt@5pr-36y-5zz,39.08425,-94.576958
22d-223@63s-8y4-ht9,39.603288,-75.747238
222-222@627-s4r-wff,40.777941,-73.974767
zzw-222@5pr-6f5-ndv,39.048444,-94.59014
222-2kw@62j-shx-snq,42.362351,-71.069429
22h-225@628-p8t-w49,40.089739,-74.963248
222-224@5qv-x2m-2kz,32.90893,-96.859312
223-226@5vh-9t4-rx5,37.505029,-122.212079
222-226@8fw-77d-47q,25.759674,-80.374911
222-228@628-pj7-st9,40.016253,-75.096566
222-223@8fc-fhr-89z,29.754439,-95.498998
222-222@8fw-252-d35,25.84566,-80.233536
222-2n4@628-tnv-g6k,40.495765,-74.449289
222-275@8fw-27m-s3q,25.788814,-80.214144
zzy-224@8fc-f9x-rx5,29.706745,-95.397316
223-224@5qw-skx-m6k,32.749855,-96.830502
222-24c@8fc-8t5-ct9,29.654264,-95.276988
222-222@5qv-x2s-rx5,32.810014,-96.836837
222-22c@628-pj9-v4v,40.046134,-75.138798
222-4dt@5pr-36y-5zz,39.083453,-94.577052
22r-227@5vg-7gq-j5f,37.776833,-122.408285
222-222@627-wgh-mff,40.579954,-73.935413
225-24j@5z5-3rb-4jv,34.062935,-118.347748
zzy-222@627-s4m-7t9,40.805483,-73.961891
222-223@8f4-v5s-575,30.345748,-89.143992
zzw-226@5vh-bbg-zfz,37.38197,-122.086599
222-228@8fc-fhx-zj9,29.724195,-95.493059
223-224@5pr-6k6-92k,38.951429,-94.533695
22f-237@8fw-23n-8qf,25.775029,-80.190045
223-23j@8fc-fc2-ckf,29.74565,-95.366477
234-233@5vg-87x-nt9,37.676634,-122.086742
223-228@5z5-3qr-bkz,34.052757,-118.26482
254-223@62j-shx-brk,42.356678,-71.059517
224-222@5z5-3rh-gkz,34.057577,-118.210478
227-222@8g7-3z4-zs5,33.751363,-84.468723
zzw-222@63s-k97-qcq,39.114642,-75.53917
224-23z@5vh-b4z-w8v,37.367684,-122.027912
22g-222@627-skv-fxq,40.967978,-73.883885
225-2d8@627-s69-zpv,40.843124,-73.910827
25k-222@627-w92-n5z,40.707584,-74.091675
zzy-233@628-pmf-sdv,39.948192,-75.169357
226-223@5x4-4xr-7kf,47.522444,-122.359978
229-225@627-s8h-vcq,40.741662,-73.991653
zzw-222@5x4-4r2-jn5,47.562338,-122.31145
22g-222@63s-2yb-92k,37.595603,-77.574671
24v-222@627-s8g-x89,40.719041,-73.955032
22f-22h@5vh-8v7-9fz,37.251608,-121.873892
22n-229@5vg-7gw-vzz,37.787938,-122.417056
222-222@62j-sgw-389,42.300728,-71.088282
222-224@8fc-8qg-9pv,29.549177,-95.099006
zzw-223@8fw-5vh-26k,25.716609,-80.359451
222-222@8fc-9vg-ch5,29.912914,-95.487274
222-228@8g6-yky-59f,33.853742,-84.382244
22g-222@627-skv-fxq,40.96799,-73.884446
254-22n@5x4-4b5-rkz,47.609616,-122.324281
222-22j@5z4-zwb-2tv,34.063893,-118.442624
235-22b@627-s8k-3t9,40.752701,-73.992617
222-223@8fc-fcy-k4v,29.706508,-95.494802
zzw-22v@8g7-46z-6c5,33.786664,-84.387635
226-229@8fw-23k-n3q,25.763972,-80.19084
222-293@5vh-b7v-jsq,37.434649,-122.174372
zzw-223@8fc-fh7-ckf,29.73641,-95.548689
222-22f@8fc-fbg-4vz,29.739572,-95.463256
222-23j@8fc-f9x-qxq,29.710268,-95.393388
222-222@5pr-6hp-sbk,38.924394,-94.584382
222-27f@5vh-b54-zvf,37.38445,-122.012769
222-2g4@628-pmf-6c5,39.948341,-75.194712
222-5b4@627-s8n-7qz,40.764656,-73.956802
zzw-222@5x6-pdw-wzf,49.154922,-123.123909
22b-222@8g7-4cb-ndv,33.910078,-84.484432
zzw-222@63s-8y9-jsq,39.686673,-75.658726
222-224@5vh-b36-7h5,37.657776,-122.086294
222-22m@627-rw7-yn5,40.846317,-73.841248
222-222@627-s8y-f4v,40.684699,-73.975817
222-2dn@63s-dvy-vs5,39.948226,-75.200045
222-222@628-tnv-xdv,40.50148,-74.458915
223-24g@627-wby-zcq,40.705293,-74.014174
222-223@5vh-b54-v2k,37.380898,-121.998852
226-233@5q9-bc5-xnq,39.574125,-104.87352
zzw-223@8fc-ffg-z75,29.78571,-95.519481
223-28t@628-pp5-26k,39.990103,-75.128929
224-22d@627-s4k-jd9,40.790412,-73.972347
22m-22b@5qw-st3-ckf,32.790008,-96.780725
222-223@627-w88-ht9,40.535464,-74.295574
zzw-223@5vg-7fm-zzz,37.820922,-122.264536
223-23h@5x4-4b2-9mk,47.656173,-122.304484
223-25j@8fc-fbg-tsq,29.741241,-95.464521
222-224@8fw-5sb-cqz,25.695072,-80.300303
224-223@627-sbg-fj9,40.807538,-73.909118
22c-223@5z6-43g-5fz,33.757313,-118.108926
zzw-222@63r-tv6-9mk,38.6455,-77.339804
224-222@627-s8j-tsq,40.741951,-73.974009
224-222@627-s69-zj9,40.842999,-73.910502
zzw-22g@5vg-7vd-ghq,37.898972,-122.307132
226-22x@5pr-3c3-ks5,39.068114,-94.561885
222-222@5qw-t2g-r6k,32.693875,-96.855507
226-223@627-wc9-kpv,40.712977,-73.987693
226-2h7@62j-sg8-dgk,42.327428,-71.110955
226-222@5pr-387-z9f,39.180135,-94.578196
zzw-225@627-s4n-qj9,40.7857,-73.94577
224-24y@5vg-7h2-5s5,37.767495,-122.390771
225-22f@5vg-7f9-q4v,37.806385,-122.423349
224-222@627-s4v-fvf,40.789335,-73.954418
zzw-229@628-tk9-94v,40.248163,-74.688657
222-22h@5vg-7gt-75z,37.787747,-122.391602
225-222@63g-rd2-4qf,37.540091,-77.429474
zzw-222@5qw-svh-fmk,32.82514,-96.704248
224-26n@627-rwj-7nq,40.893503,-73.861253
23m-222@8fc-fg5-9cq,29.810973,-95.434329
226-223@627-s4q-zvf,40.77037,-73.985576
22d-222@627-s6d-4n5,40.83445,-73.945397
zzy-224@627-vvc-2p9,40.565184,-74.112859
227-223@628-p7x-bp9,40.036176,-75.062669
225-22r@627-wgb-qpv,40.655085,-73.945465
22x-224@8fw-5sq-c89,25.749284,-80.322256
22f-229@5vg-7fk-5pv,37.809396,-122.253304
22m-228@627-rwf-5cq,40.891041,-73.830742
222-2t5@627-vvn-jqf,40.584343,-74.085892
22j-225@5z5-389-st9,34.041369,-118.469975
22k-22f@627-wc7-85f,40.716398,-73.995853
22n-222@627-wbn-kfz,40.740246,-74.006193
229-223@8fv-zm2-5zz,25.878232,-80.167767
zzy-22d@627-s8j-nbk,40.744619,-73.980404
23v-22d@5vg-7gx-yd9,37.740262,-122.421394
22d-22h@627-s8j-fj9,40.737868,-74.000724
24g-222@62j-sgh-6ff,42.333633,-71.106619
2pk-222@628-pmf-mp9,39.954165,-75.167638
226-236@5z4-zw3-5s5,34.060449,-118.414013
zzw-228@5z5-3qr-c3q,34.053386,-118.263922
22s-222@627-s2w-9mk,40.71302,-73.607554
zzw-226@8fw-27m-ty9,25.787178,-80.213144
24b-222@628-pmf-sqz,39.954363,-75.196605
232-22p@5z5-3rf-3t9,34.076803,-118.323589
zzw-222@62j-shx-ch5,42.362627,-71.064305
224-22j@5z4-zvs-hnq,34.057932,-118.360498
zzy-227@5vg-966-7nq,37.97525,-122.525692
22k-223@8fw-5tx-sh5,25.687703,-80.32055
25b-22j@627-wbz-snq,40.707518,-74.007719
26j-222@5qv-v83-x89,32.908363,-96.738001
222-223@63g-rd2-fj9,37.540958,-77.430168
zzw-223@627-sp2-st9,40.963281,-73.856768
22v-222@627-vv2-j7q,40.61676,-74.172485
222-252@627-wby-zj9,40.704922,-74.015625
zzw-223@62j-sgh-99f,42.33598,-71.106971
zzw-22b@627-s8k-rhq,40.753444,-73.98292
22h-25p@627-s8h-wtv,40.743983,-73.987355
223-23j@8fc-fc2-ckf,29.746207,-95.365732
229-22n@627-s8h-vvf,40.742728,-73.99267
3cf-223@5x4-49z-r49,47.649717,-122.306494
zzw-222@5pr-3q4-mp9,39.297871,-94.719068
zzy-226@627-s8k-3kf,40.752147,-73.993755
22c-222@5z5-3qt-h5z,34.058281,-118.291713
223-25j@8fc-fbg-tsq,29.740746,-95.4651
22b-224@5qw-ssq-gff,32.775765,-96.768268
22f-222@5vh-8sf-5xq,37.325157,-121.821601
222-225@8fc-ffh-2ff,29.783774,-95.522621
22m-223@627-s5x-9zz,40.865376,-73.926819
224-223@5vh-8sc-975,37.325709,-121.87911
222-239@8fc-ffd-8qf,29.780434,-95.546509
zzy-227@8fc-982-649,30.022573,-95.382469
zzy-222@5z6-3rv-k4v,33.944574,-118.373453
22y-224@627-s4n-35z,40.769328,-73.953477
22k-222@628-p85-68v,40.06804,-75.052535
22m-226@8fw-5my-hkf,25.647619,-80.408859
226-222@8g6-yjy-kmk,33.909541,-84.349279
224-26z@8g7-4dn-jqf,33.80333,-84.434878
zzw-222@62j-shx-ch5,42.362324,-71.064462
zzw-226@5qv-x2y-wx5,32.848071,-96.787058
23c-28v@627-wbz-r8v,40.710238,-74.005249
22f-226@5vg-7gw-nt9,37.790201,-122.431204
222-222@5pr-53w-vcq,39.095726,-94.761464
zzy-222@5vh-7y5-tn5,37.491959,-122.224433
zzy-225@8fw-27m-tsq,25.790535,-80.211209
222-224@627-rw9-yn5,40.880293,-73.880066
222-225@627-sd6-k75,41.032808,-73.769373
222-24c@63r-tvp-swk,38.638615,-77.29352
222-2pn@8g7-46m-yd9,33.752397,-84.381623
22d-224@5z5-3qp-ty9,34.051994,-118.312015
23b-222@5qv-x44-4vz,32.933828,-96.838048
222-237@5qw-t3p-mhq,32.788492,-96.804959
29q-222@627-s4r-2hq,40.767387,-73.983399
28q-223@5vg-7gt-bff,37.792898,-122.401557
zzw-223@627-w8v-hbk,40.710585,-74.08803
zzw-222@5vg-84d-6zf,37.679923,-122.473963
222-22b@8fc-f47-mff,29.693103,-95.522712
224-22b@8fc-fbf-zxq,29.746552,-95.461379
222-23h@5x6-psr-j35,49.195465,-123.178538
222-2p8@5qw-t3z-rhq,32.693564,-96.790852
zzy-223@8fw-5tc-pvz,25.764754,-80.248551
223-223@8fc-fbf-xyv,29.736453,-95.459966
223-2dx@5x4-4b5-w8v,47.607423,-122.328987
223-2ch@627-sd3-gkz,41.031264,-73.741688
222-222@5vh-b6z-jsq,37.315451,-121.937735
zzw-226@5z5-3pt-fs5,34.110276,-118.191361
zzw-223@63s-2yb-zzz,37.600811,-77.565637
223-225@627-sm9-7yv,40.900038,-73.858162
223-23d@5vh-bbg-8sq,37.387812,-122.083205
zzw-224@5q9-9y5-mc5,39.652263,-104.996813
234-228@5x4-4b5-rkz,47.609684,-122.323164
22k-223@5vg-7ff-fcq,37.802737,-122.273304
222-2kw@62j-shx-snq,42.363539,-71.068989
3cf-223@5x4-49z-r49,47.650077,-122.308851
222-2kw@62j-shx-snq,42.363454,-71.068857
zzw-222@5vh-b5j-gtv,37.341168,-121.921433
222-227@8fc-9t7-8n5,30.022619,-95.447249
zzw-223@627-s6g-rff,40.824178,-73.929708
223-223@628-pj4-zzz,40.00706,-75.151312
237-223@5vg-9gn-5pv,37.981375,-122.032787
226-225@63g-rdv-hkf,37.57159,-77.511123
226-22y@627-s8y-5cq,40.69131,-73.980465
222-222@8g7-475-x89,33.812754,-84.393479
zzy-225@5z5-3r3-r6k,34.096971,-118.344168
22n-222@5z4-zvs-fpv,34.062696,-118.363626
22d-227@5x4-4b8-h89,47.619026,-122.312649
zzw-22f@5vh-b6z-pgk,37.324595,-121.946587
22t-223@62j-shz-2tv,42.350449,-71.064668
2v8-222@5z4-zw9-x5z,34.064786,-118.445989
zzy-23p@628-pm9-t9z,39.947782,-75.155315
22g-224@627-sp3-r8v,40.951191,-73.829111
25h-226@627-s8r-d9z,40.754151,-73.986501
225-223@5vg-9xm-w49,37.681473,-121.767884
224-222@8fw-5mw-jn5,25.638643,-80.438772
268-224@5qv-x4n-2c5,32.91415,-96.774477
23c-28v@627-wbz-r8v,40.709866,-74.004746
zzy-23d@62j-sj7-n5z,42.366238,-71.016262
229-22q@5vg-7qr-djv,37.848849,-122.260664
222-22p@8fc-ffn-wrk,29.865219,-95.586579
24x-22m@5vh-7yf-j5f,37.556877,-122.319531
zzy-22k@5qv-x44-2p9,32.929209,-96.820136
zzw-222@5vh-9qj-n89,37.431655,-121.92152
224-225@5s8-bxk-zs5,45.506385,-93.586977
zzw-222@8fw-5ss-6x5,25.761658,-80.325762
22f-225@8g6-yk4-j5f,33.894993,-84.281228
222-222@5pr-36y-5j9,39.082025,-94.577619
zzw-228@5x4-4dc-btv,47.714572,-122.33718
222-26r@627-wbv-gkz,40.755428,-73.992258
22j-223@8g6-ym4-9vf,33.847106,-84.358819
222-225@8fc-fgg-wrk,29.849293,-95.504352
zzw-222@5x6-pdw-wzf,49.155273,-123.124331
22v-222@627-vv2-j7q,40.616545,-74.17246
222-28v@5vh-b4n-dqf,37.336246,-121.997194
22y-222@8fw-5sb-28v,25.702575,-80.289381
224-225@5qv-vcj-bkz,32.815754,-96.596647
222-2hw@8g7-474-mhq,33.78459,-84.383549
22r-222@627-wdm-j9z,40.619033,-73.989959
222-226@62j-shz-2x5,42.349168,-71.063369
zzy-22t@5qv-wy9-n5z,32.898836,-97.042692
222-238@8g7-4cg-q2k,33.877447,-84.460623
zzw-223@5vh-b52-n89,37.358378,-122.028693
zzw-223@628-thh-s5z,40.216151,-74.741343
222-43q@5x4-47t-j35,47.662502,-122.282671
223-222@627-s96-pd9,40.701184,-73.94288
222-2hw@8g7-474-mhq,33.785144,-84.383812
222-223@627-s96-pgk,40.69981,-73.942565
22h-226@627-s8n-649,40.76477,-73.954495
zzy-223@8fc-8sk-nyv,29.601496,-95.263656
224-223@8fw-5v2-7nq,25.645112,-80.333892
222-222@5vg-7gt-y5f,37.781785,-122.399172
227-226@5vh-b6y-qzz,37.302335,-121.915948
22n-226@8fc-f9x-pjv,29.711745,-95.399998
2tr-222@5vg-7gt-brk,37.791129,-122.402612
223-226@8fw-25t-5s5,25.829069,-80.198804
223-26s@8fv-zzz-ct9,25.797744,-80.188519
22d-222@62m-dnd-t7q,43.199384,-71.561908
222-22s@5z5-3qs-b8v,34.048737,-118.261301
zzy-22d@5z4-zw3-5vf,34.061911,-118.415262
224-26f@5x4-4b5-dn5,47.605883,-122.333546
222-2bf@627-s8h-zpv,40.73406,-73.983309
222-244@627-s8j-p7q,40.747356,-73.975185
222-2cz@5z6-3ch-3bk,33.807977,-118.18642
zzw-223@5x4-4xd-q9f,47.534433,-122.366683
267-222@627-s8j-rkz,40.73978,-73.975702
222-5b4@627-s8n-7qz,40.764175,-73.95663
232-222@62j-sjp-grk,42.334682,-71.0715
223-226@63j-vvr-wff,40.058586,-82.398228
222-223@8fw-23f-n3q,25.761299,-80.196152
223-22q@627-wgy-fpv,40.646979,-74.02125
223-235@8fw-27m-tqf,25.791578,-80.212158
224-23j@5x4-48c-rtv,47.708289,-122.300878
224-22m@8fc-fbg-dd9,29.746748,-95.451391
zzw-22c@5x4-48f-4y9,47.675744,-122.31585
224-25z@5x4-4b5-skf,47.610057,-122.328245
zzw-223@5qv-x4g-3yv,32.861529,-96.75358
224-22z@5z6-3c9-hkf,33.792865,-118.189561
223-27d@5z5-3p7-hbk,34.098749,-118.294957
zzw-223@627-s4h-7h5,40.878951,-73.995347
252-222@627-wc2-835,40.714886,-74.006194
222-227@628-pgj-d5f,39.978633,-75.157934
zzy-24m@627-s8k-2tv,40.749664,-73.987324
226-22v@627-wc7-9vf,40.718212,-74.001285
225-2tb@8fw-5sv-kpv,25.74178,-80.294119
228-225@8fw-5km-bc5,25.743776,-80.417228
228-3p3@5z5-3p7-gff,34.09777,-118.290992
zzy-227@627-wc9-nyv,40.715396,-73.987326
225-2tb@8fw-5sv-kpv,25.740964,-80.294826
226-225@5x4-4b4-789,47.649957,-122.352045
zzy-222@5vg-7tb-cbk,37.983891,-122.317536
22h-223@5vg-965-vcq,37.972692,-122.533298
zzy-223@63r-tvb-zxq,38.677084,-77.351953
zzw-222@5z5-3rm-ty9,34.062977,-118.202426
229-24c@627-wbz-49z,40.704108,-74.012143
228-222@5pr-6cp-wc5,38.937137,-94.59968
223-223@8fc-fj2-6tv,29.729031,-95.521391
zzw-222@5pr-6fm-mzf,39.008911,-94.560723
22c-22f@627-s8y-5zz,40.687651,-73.979331
23v-223@62j-sjp-ht9,42.336253,-71.070042
zzy-224@5vh-8sg-9pv,37.33227,-121.857905
zzy-222@5vg-82t-s89,37.701615,-122.419286
227-224@63s-2r3-m49,37.616799,-77.474269
248-222@627-wc7-5vf,40.714852,-73.996966
224-259@5qv-x4k-7dv,32.869605,-96.773267
zzy-224@8g7-474-q2k,33.794619,-84.386495
zzy-22q@627-wbq-k4v,40.737762,-74.042697
zzw-224@5vg-7mw-q75,37.799374,-122.435431
222-225@627-s6g-9zz,40.814433,-73.939833
228-222@5pr-3bx-52k,39.033395,-94.552129
22m-222@628-pny-c5z,39.941004,-75.11401
23q-223@5x4-4vs-tjv,47.599069,-122.332367
22w-229@5vg-7ms-vmk,37.786026,-122.457745
229-224@5x4-483-7h5,47.634497,-122.27886
22k-25f@627-s8r-k4v,40.764928,-73.961219
23h-223@627-wbz-rff,40.711089,-74.008662
228-222@627-w2n-wrk,40.517659,-74.398292
226-236@62m-dnf-5mk,43.203851,-71.535023
22d-23d@5x4-4b5-mtv,47.614712,-122.338782
zzw-249@627-s8q-tn5,40.758596,-73.977212
26h-224@627-s8r-fs5,40.755762,-73.979958
zzw-222@627-s82-2c5,40.675625,-73.865749
222-223@8gq-vgd-q2k,29.583555,-81.612635
zzz-222@5vh-9p9-35z,37.546664,-121.986112
222-2fg@5qv-x2s-qfz,32.812313,-96.835848
zzy-222@63s-dvw-zcq,39.959791,-75.161079
223-2yr@628-pj9-d9z,40.03734,-75.143777
222-2kw@62j-shx-snq,42.363122,-71.069051
zzw-222@8fw-5js-swk,25.729018,-80.430168
zzw-22m@5qw-svj-dy9,32.812678,-96.754141
227-26d@5vg-833-2tv,37.761265,-122.460626
223-222@8fc-f3j-kmk,29.70474,-95.603271
228-22w@5z5-3p9-fj9,34.084895,-118.256785
zzw-223@5vh-b64-4jv,37.290804,-121.993307
22p-222@627-rw7-vpv,40.860078,-73.842834
zzy-223@8fc-9nw-9fz,29.923747,-95.410888
zzw-223@5vg-8pf-fxq,38.099398,-122.560534
zzy-22x@627-wc6-yvz,40.720276,-73.999574
23k-22f@627-wc7-v4v,40.729825,-73.995277
225-229@5qw-st2-z4v,32.78259,-96.795208
235-223@627-s6g-jgk,40.816223,-73.918564
25c-224@8g7-46z-fpv,33.792899,-84.395656
224-259@5qv-x4k-7dv,32.867517,-96.772316
zzw-234@8g6-ym3-wkz,33.846502,-84.36265
zzy-238@627-wbn-89z,40.737711,-74.030011
zzy-229@628-pm9-28v,39.916802,-75.17134
zzy-222@627-s4t-7bk,40.761611,-73.965399
zzy-23n@5z4-zwm-wc5,33.987509,-118.473575
22g-222@8fc-9tb-pvz,29.9902,-95.492997
222-226@8fc-fqg-cbk,29.654143,-95.716411
222-23h@5x6-psr-j35,49.195132,-123.178855
24f-224@63g-rdv-d7q,37.58336,-77.513508
222-22d@5qw-ss6-n5z,32.79431,-96.715651
zzw-229@5z4-zxb-bc5,33.978929,-118.392498
224-222@5pr-6f5-ht9,39.049545,-94.597718
224-26m@627-s8j-nyv,40.749216,-73.97567
zzy-23g@5vg-7gt-f4v,37.789713,-122.400438
zzy-23p@8fc-9q6-qj9,29.811508,-95.430193
